"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50152278","LOSE SHOES BBQ","Queens","4001","149TH PL","11354","6462510437","Chinese","2024-12-06T00:00:00.000","Violations were cited in the following area(s).","20-08","Failure to post or conspicuously post healthy eating information","Not Critical",,,,"2025-10-14T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.763354617474","-73.815241430652","407","20","116700","4114036","4050310015","QN51"
"50059995","THE POOL| THE GRILL","Manhattan","99","EAST   52 STREET","10022","2123759001","American","2022-08-11T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","9","A","2022-08-11T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.758183438052","-73.972469417212","105","04","010000","1036465","1013070001","MN19"
"41634515","BOMBAY KITCHEN","Brooklyn","733","KNICKERBOCKER AVENUE","11221","3479151888","Indian","2022-05-21T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","21",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.693896210527","-73.909709762359","304","37","043700","3078027","3033920001","BK77"
"50119808","NAYA","Manhattan","41","EAST   11 STREET","10003","6468442173","Mediterranean","2025-10-10T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","8","A","2025-10-10T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.733233905647","-73.993147905438","102","02","006100","1009127","1005630001","MN23"
"50136143","KEUR AISHA SANTE YALLAH AFRICAN RESTAURANT","Bronx","1460","BOSTON ROAD","10460","3475677146","African","2023-06-13T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","21",,,"2025-10-14T06:00:14.000","Pre-permit (Non-operational) / Re-inspection","40.834105270432","-73.895103470763","203","17","015300","2010261","2029640038","BX75"
"40402362","BLAKE & TODD","Manhattan","7","WEST   47 STREET","10036","2128691929","Sandwiches","2025-02-28T00:00:00.000","Violations were cited in the following area(s).","10D","Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.","Not Critical","37",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.756919518444","-73.97918370977","105","04","009600","1034484","1012630034","MN17"
"50105023","GELATERIA GENTILE","Manhattan","43","8 AVENUE","10014","9172617418","Frozen Desserts","2025-05-13T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","17",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.738355773367","-74.003915269247","102","03","007700","1011660","1006260044","MN23"
"50074557","FISH VILLAGE","Queens","2007","127TH ST","11356","7188882268","Chinese","2025-01-06T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","4","A","2025-01-06T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.781448797836","-73.84141334576","407","19","091900","4099328","4041720007","QN23"
"40584579","LENNY & JOHN'S PIZZA","Brooklyn","2036","FLATBUSH AVENUE","11234","7182529710","Pizza","2024-04-15T00:00:00.000","Violations were cited in the following area(s).","20-06","Current letter grade or Grade Pending card not posted","Not Critical",,,,"2025-10-14T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.62027877808","-73.934376299286","318","45","065000","3219340","3078610056","BK58"
"41299756","LAS CHATAS TAQUERIA & DELI GROCERY","Bronx","599","EAST  184 STREET","10458","7183651207","Mexican","2025-02-25T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","11","A","2025-02-25T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.853708575962","-73.889661037398","206","15","039100","2011882","2030650001","BX06"
"41559846","DUNKIN","Queens","6122","FRESH POND ROAD","11379","7184182393","American","2025-05-15T00:00:00.000","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","10","A","2025-05-15T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.714373344161","-73.901100288263","405","30","060300","4061366","4027470048","QN21"
"50109714","CAPT LOUI","Queens","10502","ROCKAWAY BLVD","11417","7184801103","Creole/Cajun","2024-12-03T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","10","A","2024-12-03T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.678800331621","-73.833961040163","410","32","086400","4247758","4114800051","QN55"
"50131843","MCDONALD'S","Brooklyn","1403","MERMAID AVENUE","11224","7183722859","Hamburgers","2024-03-11T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","7","A","2024-03-11T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.576964174722","-73.981745465058","313","47","034800","3331518","3070230036","BK21"
"41624508","NABLUS SWEETS","Brooklyn","6812","5 AVENUE","11220","7187481214","Middle Eastern","2024-11-22T00:00:00.000","Violations were cited in the following area(s).","05D","No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.","Critical","21","B","2024-11-22T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.634000396193","-74.02079941756","310","43","013000","3145283","3058640045","BK31"
"50093375","BURGER KING","Manhattan","146","DELANCEY STREET","10002","7187360999","Hamburgers","2023-12-22T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","10","A","2023-12-22T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.718027326284","-73.986638048801","103","01","001402","1004305","1003530075","MN28"
"50072475","VENICE","Bronx","772","EAST  149 STREET","10455","7185855164","Italian","2024-02-07T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","54",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.81286877158","-73.907383788684","201","08","003500","2003946","2025800024","BX39"
"50090321","FIELDTRIP","Manhattan","109","LENOX AVENUE","10026","3013432788","American","2024-06-26T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","41",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.801674683133","-73.949945055411","110","09","021800","1055046","1018250029","MN11"
"50160316","WAYBACK BURGERS","Manhattan","295","7 AVENUE","10001","9292454300","American","2025-08-21T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","13","A","2025-08-21T00:00:00.000","2025-10-14T06:00:14.000","Pre-permit (Operational) / Re-inspection","40.746408814357","-73.993951347904","105","03","009500","1015059","1008020079","MN17"
"50044855","MIGHTY QUINN'S BARBEQUE","Manhattan","1492","2 AVENUE","10075","6464845697","Barbecue","2024-12-04T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","20",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.772459154985","-73.955678750311","108","05","013400","1045227","1014520051","MN31"
"50087893","DA PLACE CUISINE","Brooklyn","1695","PRESIDENT STREET","11213","7182218380","Caribbean","2024-05-17T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","02B","Hot TCS food item not held at or above 140 °F.","Critical","89",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.666984538886","-73.930653409317","309","41","034900","3037787","3014030001","BK61"
"50151390","RAJEEV YERNENI","Brooklyn","87","35 STREET","11232","9174761920",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-14T06:00:19.000",,"40.656495580033","-74.006498188771","307","38","001800","3336900","3006870001","BK32"
"40637864","PAM'S BAKERY","Brooklyn","4620","CHURCH AVENUE","11203","7187030393","Bakery Products/Desserts","2023-07-25T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","12","A","2023-07-25T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.651560845402","-73.933985027855","317","45","086000","3109934","3049000012","BK91"
"50152985","SUPER FOOD","Queens","20510","48TH AVE","11364","7188198393","Korean","2025-02-12T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","23","N",,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.753456252263","-73.774869264677","411","23","143500","4158100","4073640005","QN46"
